molecule_chembl_id,canonical_smiles,standard_value,standard_units,MOLECULAR WEIGHT,PSA,logP,HBA,HBD
CHEMBL3099544,CN1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3C)CC1,11830.0,nM,322.3860000000001,83.55000000000001,1.488,4.0,1.0
CHEMBL3099543,CC1CC(C)CN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3)C1,4300.0,nM,308.35900000000004,83.55000000000001,1.3845,4.0,1.0
CHEMBL3099542,CC1CCCCN1S(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2,2250.0,nM,308.35900000000004,83.55000000000001,1.2420000000000002,4.0,1.0
CHEMBL3099541,CC1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3)CC1,1180.0,nM,296.304,92.78,-0.15769999999999995,5.0,1.0
CHEMBL484273,O=C1Nc2ccc(S(=O)(=O)N3CCOCC3)cc2C1=O,12660.0,nM,294.332,83.55000000000001,0.9960000000000002,4.0,1.0
CHEMBL61320,O=C1Nc2ccc(S(=O)(=O)N3CCCCC3)cc2C1=O,4450.0,nM,372.4060000000001,99.68,0.7272999999999998,6.0,1.0
CHEMBL3099540,O=C1Nc2ccc(S(=O)(=O)N3CCN(c4ccccn4)CC3)cc2C1=O,51330.0,nM,389.3890000000001,117.0,0.5610999999999997,6.0,1.0
CHEMBL3099539,O=C1Nc2ccc(S(=O)(=O)N3CCN(C(=O)c4ccco4)CC3)cc2C1=O,10070.0,nM,399.4720000000001,86.78999999999999,1.3703999999999996,5.0,1.0
CHEMBL3099538,O=C1Nc2ccc(S(=O)(=O)N3CCN(CCc4ccccc4)CC3)cc2C1=O,34910.0,nM,475.52300000000037,114.48000000000002,1.3537000000000001,8.0,1.0
CHEMBL3099537,COc1cc(CN2CCN(S(=O)(=O)c3ccc4c(c3)C(=O)C(=O)N4)CC2)cc(OC)c1OC,32080.0,nM,419.8900000000001,86.78999999999999,1.9812999999999998,5.0,1.0
CHEMBL3099536,O=C1Nc2ccc(S(=O)(=O)N3CCN(Cc4cccc(Cl)c4)CC3)cc2C1=O,31710.0,nM,439.41500000000013,86.78999999999999,2.3511000000000006,5.0,1.0
CHEMBL3099535,O=C1Nc2ccc(S(=O)(=O)N3CCN(c4cccc(C(F)(F)F)c4)CC3)cc2C1=O,100000.0,nM,389.40800000000013,86.78999999999999,1.4714,5.0,1.0
CHEMBL3099534,O=C1Nc2ccc(S(=O)(=O)N3CCN(c4ccc(F)cc4)CC3)cc2C1=O,100000.0,nM,309.34700000000004,86.79,-0.24249999999999994,5.0,1.0
CHEMBL3099533,CN1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3)CC1,76740.0,nM,412.5110000000002,74.76,3.0827000000000018,4.0,0.0
CHEMBL3099530,CC1CC(C)CN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3Cc2ccccc2)C1,4700.0,nM,336.4130000000001,74.76,1.5123000000000002,4.0,0.0
CHEMBL3099529,CC1CC(C)CN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3C)C1,2820.0,nM,448.5440000000002,74.76,3.989900000000003,4.0,0.0
CHEMBL3099528,CC1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3Cc2ccc3ccccc3c2)CC1,17820.0,nM,398.48400000000015,74.76,2.8367000000000013,4.0,0.0
CHEMBL3099527,CC1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3Cc2ccccc2)CC1,1690.0,nM,322.3860000000001,74.76,1.2663000000000002,4.0,0.0
CHEMBL3099526,CC1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3C)CC1,1040.0,nM,436.4890000000003,83.99000000000001,2.5902000000000003,5.0,0.0
CHEMBL3099525,O=C1C(=O)N(Cc2ccc3ccccc3c2)c2ccc(S(=O)(=O)N3CCOCC3)cc21,39870.0,nM,386.42900000000026,83.99000000000001,1.437,5.0,0.0
CHEMBL3099524,O=C1C(=O)N(Cc2ccccc2)c2ccc(S(=O)(=O)N3CCOCC3)cc21,13860.0,nM,310.3310000000001,83.99000000000001,-0.13339999999999952,5.0,0.0
CHEMBL3099523,CN1C(=O)C(=O)c2cc(S(=O)(=O)N3CCOCC3)ccc21,9910.0,nM,384.4570000000003,74.76,2.590700000000001,4.0,0.0
CHEMBL3099522,O=C1C(=O)N(Cc2ccccc2)c2ccc(S(=O)(=O)N3CCCCC3)cc21,14000.0,nM,386.4330000000001,90.89,0.7516,6.0,0.0
CHEMBL554041,CCCCC(CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NCC(CC)CCCC.Cl.Cl,25100.0,nM,330.837,66.48,2.0192999999999994,3.0,1.0
CHEMBL1876821,CN(CC(=O)NC1CCCC1)S(=O)(=O)c1cccc(Cl)c1,200000.0,nM,334.29400000000004,72.19,3.227500000000001,3.0,2.0
CHEMBL3105072,Nc1ccc(F)c(S(=O)(=O)Nc2cccc(C(F)(F)F)c2)c1,200000.0,nM,348.42400000000004,84.5,1.6783999999999997,4.0,2.0
CHEMBL3105071,COc1ccccc1CNC(=O)[C@H](C)NS(=O)(=O)c1ccccc1,200000.0,nM,349.40800000000013,73.86000000000001,2.6009200000000003,5.0,1.0
CHEMBL1392147,CCOc1ccc(S(=O)(=O)NCc2ccc3c(c2)OCO3)cc1C,200000.0,nM,296.37,47.28,3.0402000000000013,4.0,1.0
CHEMBL1732790,OCCCc1nc2ccccc2n1CCOc1ccccc1,200000.0,nM,278.35200000000003,56.510000000000005,1.6241999999999994,5.0,1.0
CHEMBL1488602,COCCOCCn1c(CCCO)nc2ccccc21,186000.0,nM,338.3850000000001,88.85,1.3706,5.0,1.0
CHEMBL1478361,COc1ccc(N(CC(=O)NCc2ccco2)S(C)(=O)=O)cc1,61900.0,nM,325.368,76.38,2.332,6.0,2.0
CHEMBL1906723,COc1ccc(C(=O)Cn2c(NCCO)nc3ccccc32)cc1,40900.0,nM,285.73400000000004,46.92,3.479000000000002,3.0,1.0
CHEMBL1487869,Cn1cnc2cc(NC(=O)c3ccc(Cl)cc3)ccc21,30900.0,nM,485.6950000000003,3.24,7.335200000000008,1.0,0.0
CHEMBL3105075,C(=C/c1ccccc1)\C[N+]1(C/C=C/c2ccccc2)CCN(C(c2ccccc2)c2ccccc2)CC1,29800.0,nM,366.2840000000001,36.440000000000005,2.863600000000001,4.0,0.0
CHEMBL3105074,O=C(c1cncc(Br)c1)N1CCN(Cc2ccsc2)CC1,24500.0,nM,203.12699999999995,80.48,0.9539000000000002,4.0,2.0
CHEMBL3105076,Nc1ncnc2[nH]c(C(F)(F)F)nc12,20400.0,nM,349.33299999999997,24.92,4.757800000000002,4.0,1.0
CHEMBL3105073,S=C(NCc1cccnc1)SCc1cc(Cl)sc1Cl,9200.0,nM,450.8340000000001,120.41,4.802500000000003,5.0,2.0
CHEMBL3810109,O=C(O)c1cccc(N2N=C(C(F)(F)F)/C(=C/c3ccc(-c4cc(Cl)ccc4C(=O)O)o3)C2=O)c1,50000.0,nM,470.35900000000015,120.41,4.691500000000002,5.0,2.0
CHEMBL3808795,O=C(O)c1cccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4cc(Cl)ccc4C(=O)O)o3)C2=O)c1,44700.0,nM,406.8250000000001,83.11,5.104300000000003,4.0,1.0
CHEMBL3810010,CC1=NN(c2ccccc2)C(=O)/C1=C\c1ccc(-c2cc(Cl)ccc2C(=O)O)o1,50000.0,nM,468.89600000000013,83.11,6.132700000000005,4.0,1.0
CHEMBL3810328,O=C(O)c1ccc(Cl)cc1-c1ccc(/C=C2\C(=O)N(c3ccccc3)N=C2c2ccccc2)o1,16400.0,nM,486.88600000000014,83.11,6.271800000000004,4.0,1.0
CHEMBL3808427,CC(C)(C)c1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4cc(Cl)ccc4C(=O)O)o3)C2=O)cc1,5800.0,nM,390.44200000000006,45.81,5.781100000000005,3.0,0.0
CHEMBL3810058,O=C1/C(=C\c2ccc(-c3ccccc3)o2)C(c2ccccc2)=NN1c1ccccc1,50000.0,nM,434.4510000000002,83.10999999999999,5.479300000000005,4.0,1.0
CHEMBL3809861,O=C(O)c1cccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4ccccc4)o3)C2=O)c1,6400.0,nM,372.38000000000005,83.11,4.450900000000003,4.0,1.0
CHEMBL3809159,CC1=NN(c2cccc(C(=O)O)c2)C(=O)/C1=C\c1ccc(-c2ccccc2)o1,50000.0,nM,434.4510000000001,83.11,5.479300000000004,4.0,1.0
CHEMBL3810361,O=C(O)c1ccccc1-c1ccc(/C=C2\C(=O)N(c3ccccc3)N=C2c2ccccc2)o1,41200.0,nM,452.4410000000001,83.11,5.618400000000005,4.0,1.0
CHEMBL3810325,O=C(O)c1ccccc1-c1ccc(/C=C2\C(=O)N(c3ccc(F)cc3)N=C2c2ccccc2)o1,37500.0,nM,476.5320000000002,83.11000000000001,6.602700000000006,4.0,1.0
CHEMBL3809506,CC(C)c1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4ccccc4C(=O)O)o3)C2=O)cc1,11700.0,nM,490.55900000000025,83.11000000000001,6.776800000000006,4.0,1.0
CHEMBL3809579,CC(C)(C)c1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4ccccc4C(=O)O)o3)C2=O)cc1,8600.0,nM,459.46100000000024,106.9,5.350980000000004,5.0,1.0
CHEMBL3809498,N#Cc1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4ccccc4C(=O)O)o3)C2=O)cc1,18700.0,nM,464.47700000000026,92.34,5.487900000000004,5.0,1.0
CHEMBL3809059,COc1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4ccccc4C(=O)O)o3)C2=O)cc1,30700.0,nM,358.3530000000001,83.10999999999999,3.812300000000003,4.0,1.0
CHEMBL3809833,O=C(O)c1cccc(N2N=C(c3ccccc3)/C(=C/c3ccco3)C2=O)c1,50000.0,nM,444.4900000000002,69.97,5.886300000000005,3.0,1.0
CHEMBL3809053,O=C(O)c1cccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4ccccc4)cc3)C2=O)c1,6700.0,nM,474.51600000000025,79.19999999999999,5.798300000000005,4.0,1.0
CHEMBL3818028,CC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)O)[C@@H](C)O,20000.0,nM,496.6050000000003,143.14,1.736700000000001,7.0,3.0
CHEMBL4208240,CC(C)C[C@H](NC(=O)OC1CCN(C(=O)OC(C)(C)C)CC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+],5100.0,nM,474.5800000000003,150.98,-0.23879999999999563,7.0,3.0
CHEMBL4216101,CCC1(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(O)S(=O)(=O)[O-])CCN(C(=O)OC(C)(C)C)CC1.[Na+],4100.0,nM,468.55100000000033,143.14,0.9581000000000015,7.0,3.0
